Number;Name;Business;Country;EAD;LGD;PD;Default;A;B;C
786;Name  786;B;D;699182,7901;0,8392007;0,022440141;Poisson;0;1;0
787;Name  787;B;E;770052,9666;0,86313071;0,14394435;Poisson;0;1;0
788;Name  788;A;C;228100,076;0,047893177;0,117455488;Poisson;1;0;0
789;Name  789;C;B;868370,0157;0,062849544;0,322056542;Poisson;0;0;1
790;Name  790;B;C;949810,8943;0,243674244;0,313986425;Poisson;0;1;0
791;Name  791;B;D;904177,4312;0,681017882;0,077449551;Poisson;0;1;0
792;Name  792;B;E;817081,7032;0,897032535;0,324352737;Poisson;0;1;0
793;Name  793;B;A;318159,8258;0,888433165;0,192029075;Poisson;0;1;0
794;Name  794;B;A;638880,6878;0,714220635;0,14107795;Poisson;0;1;0
795;Name  795;C;E;775854,4626;0,679781637;0,152847028;Poisson;0;0;1
796;Name  796;B;A;981424,5075;0,950098233;0,023379818;Poisson;0;1;0
797;Name  797;B;B;245650,6974;0,652901633;0,322814472;Poisson;0;1;0
798;Name  798;C;A;76910,92952;0,177215565;0,007438839;Poisson;0;0;1
799;Name  799;A;B;210709,9289;0,956089942;0,054885732;Poisson;1;0;0
800;Name  800;A;E;861011,9439;0,285651851;0,224807517;Poisson;1;0;0
801;Name  801;A;A;628852,7267;0,132973075;0,214282566;Poisson;1;0;0
802;Name  802;B;A;253601,699;0,715643235;0,22380996;Poisson;0;1;0
803;Name  803;C;E;570399,1943;0,438935569;0,237841007;Poisson;0;0;1
804;Name  804;C;A;310420,5895;0,229931306;0,156014958;Poisson;0;0;1
805;Name  805;B;E;448720,2116;0,676489387;0,038765933;Poisson;0;1;0
806;Name  806;A;D;955146,1148;0,866954305;0,081140774;Poisson;1;0;0
807;Name  807;A;A;279944,9748;0,420020936;0,248725355;Poisson;1;0;0
808;Name  808;A;E;13276,55351;0,605347465;0,20835565;Poisson;1;0;0
809;Name  809;A;B;781526,9518;0,427941041;0,021025055;Poisson;1;0;0
810;Name  810;B;B;524400,8148;0,31399373;0,179357117;Poisson;0;1;0
811;Name  811;A;D;455941,8103;0,439688447;0,015546438;Poisson;1;0;0
812;Name  812;B;A;391647,3689;0,624958813;0,090568486;Poisson;0;1;0
813;Name  813;A;C;324926,9333;0,804318733;0,135170523;Poisson;1;0;0
814;Name  814;C;B;154941,7464;0,213333656;0,298944454;Poisson;0;0;1
815;Name  815;A;E;938978,184;0,984306604;0,155987028;Poisson;1;0;0
816;Name  816;B;D;3139,374209;0,386120674;0,187573449;Poisson;0;1;0
817;Name  817;A;E;87410,77812;0,338953568;0,322701731;Poisson;1;0;0
818;Name  818;B;C;310630,498;0,608218437;0,221699775;Poisson;0;1;0
819;Name  819;C;E;142163,2301;0,223606024;0,183199052;Poisson;0;0;1
820;Name  820;A;B;814216,769;0,739638999;0,203452733;Poisson;1;0;0
821;Name  821;A;C;663802,6177;0,403487128;0,252125357;Poisson;1;0;0
822;Name  822;C;D;784597,9447;0,29784906;0,310729464;Poisson;0;0;1
823;Name  823;C;A;437521,2144;0,918452727;0,253227274;Poisson;0;0;1
824;Name  824;B;E;916581,141;0,800579231;0,033430358;Poisson;0;1;0
825;Name  825;B;E;812746,1258;0,338324715;0,248417547;Poisson;0;1;0
826;Name  826;A;E;191357,2454;0,84618431;0,297626151;Poisson;1;0;0
827;Name  827;C;E;213485,4723;0,322927085;0,180829608;Poisson;0;0;1
828;Name  828;A;D;825735,025;0,812734039;0,218885994;Poisson;1;0;0
829;Name  829;C;A;924754,9524;0,663628316;0,076295512;Poisson;0;0;1
830;Name  830;C;B;650825,8778;0,298194969;0,332483303;Poisson;0;0;1
831;Name  831;B;D;762064,2307;0,093809637;0,029831848;Poisson;0;1;0
832;Name  832;B;D;42065,51907;0,201344566;0,314809447;Poisson;0;1;0
833;Name  833;A;A;458998,1863;0,468525386;0,262384382;Poisson;1;0;0
834;Name  834;B;A;271115,202;0,850241215;0,286719191;Poisson;0;1;0
835;Name  835;C;C;368764,0349;0,812154285;0,09854147;Poisson;0;0;1
836;Name  836;B;E;503873,0618;0,10273676;0,348359175;Poisson;0;1;0
837;Name  837;B;E;481964,3401;0,576500118;0,008896891;Poisson;0;1;0
838;Name  838;B;D;963326,0856;0,001044963;0,3367045;Poisson;0;1;0
839;Name  839;A;C;645829,4868;0,318557353;0,332162041;Poisson;1;0;0
840;Name  840;A;A;265656,9275;0,625319843;0,274288347;Poisson;1;0;0
841;Name  841;B;E;485747,1057;0,960108034;0,068135348;Poisson;0;1;0
842;Name  842;A;A;553382,6093;0,549319571;0,007917437;Poisson;1;0;0
843;Name  843;A;A;916563,5981;0,405167419;0,086729511;Poisson;1;0;0
844;Name  844;C;B;577860,8343;0,44820856;0,227396555;Poisson;0;0;1
845;Name  845;A;E;170326,8304;0,688163819;0,097855363;Poisson;1;0;0
846;Name  846;A;D;739311,9818;0,489374623;0,104640253;Poisson;1;0;0
847;Name  847;A;D;603912,6669;0,62019525;0,303477125;Poisson;1;0;0
848;Name  848;C;A;867003,6487;0,267737282;0,084130914;Poisson;0;0;1
849;Name  849;C;C;117220,8495;0,32567738;0,187735863;Poisson;0;0;1
850;Name  850;A;A;134758,3043;0,567814563;0,112925468;Poisson;1;0;0
851;Name  851;B;B;317345,803;0,832552656;0,197441092;Poisson;0;1;0
852;Name  852;C;A;770950,3531;0,436113169;0,020922413;Poisson;0;0;1
853;Name  853;A;B;427377,0507;0,400462598;0,067717901;Poisson;1;0;0
854;Name  854;B;E;769799,7392;0,989252432;0,137947433;Poisson;0;1;0
855;Name  855;A;E;592676,2099;0,271435679;0,307573859;Poisson;1;0;0
856;Name  856;C;A;410449,3873;0,326093809;0,137985444;Poisson;0;0;1
857;Name  857;B;D;328686,5787;0,296336913;0,218670416;Poisson;0;1;0
858;Name  858;A;E;860526,7849;0,340050971;0,330706641;Poisson;1;0;0
859;Name  859;A;E;924199,9975;0,368993284;0,039585468;Poisson;1;0;0
860;Name  860;A;D;139279,655;0,045353357;0,236171326;Poisson;1;0;0
861;Name  861;B;D;698637,8541;0,755745626;0,316022944;Poisson;0;1;0
862;Name  862;C;C;680363,0087;0,060341915;0,131343454;Poisson;0;0;1
863;Name  863;C;A;376505,2057;0,122663232;0,165446888;Poisson;0;0;1
864;Name  864;A;D;809933,6928;0,883701078;0,233434372;Poisson;1;0;0
865;Name  865;B;C;544284,6236;0,471404515;0,097485507;Poisson;0;1;0
866;Name  866;A;B;332232,0332;0,219190047;0,292895899;Poisson;1;0;0
867;Name  867;A;C;971981,4484;0,973649275;0,208567597;Poisson;1;0;0
868;Name  868;B;D;324143,365;0,616361898;0,327843874;Poisson;0;1;0
869;Name  869;A;A;710582,534;0,275015684;0,306448983;Poisson;1;0;0
870;Name  870;C;C;3332,727653;0,659383216;0,328881293;Poisson;0;0;1
871;Name  871;B;C;632478,3202;0,268149575;0,331046246;Poisson;0;1;0
872;Name  872;C;D;68660,48622;0,581841968;0,318810374;Poisson;0;0;1
873;Name  873;B;C;935570,5177;0,644777704;0,244757751;Poisson;0;1;0
874;Name  874;B;A;439998,009;0,064521665;0,175655977;Poisson;0;1;0
875;Name  875;B;D;207285,4401;0,425429074;0,104892943;Poisson;0;1;0
876;Name  876;C;A;503386,4942;0,606541725;0,004519171;Poisson;0;0;1
877;Name  877;A;C;109812,7203;0,265609244;0,246000967;Poisson;1;0;0
878;Name  878;A;D;954240,25;0,152456106;0,065409949;Poisson;1;0;0
879;Name  879;A;C;619223,0402;0,083312139;0,311543883;Poisson;1;0;0
880;Name  880;B;C;66869,53702;0,118029833;0,012403493;Poisson;0;1;0
881;Name  881;B;B;448293,6965;0,577205782;0,206467326;Poisson;0;1;0
882;Name  882;A;B;275126,6237;0,71991024;0,124654111;Poisson;1;0;0
883;Name  883;B;D;245708,562;0,577592757;0,323545127;Poisson;0;1;0
884;Name  884;A;D;908381,6078;0,213928588;0,333044316;Poisson;1;0;0
885;Name  885;C;B;116201,8819;0,009993816;0,295791029;Poisson;0;0;1
886;Name  886;B;E;615814,8463;0,43661102;0,219965755;Poisson;0;1;0
887;Name  887;B;B;368592,8729;0,535021147;0,102352344;Poisson;0;1;0
888;Name  888;C;A;306349,8444;0,2480484;0,021925397;Poisson;0;0;1
889;Name  889;A;C;562779,5703;0,505870621;0,044203863;Poisson;1;0;0
890;Name  890;B;C;995623,8952;0,978066696;0,003083859;Poisson;0;1;0
891;Name  891;A;C;740545,1561;0,866275385;0,026121242;Poisson;1;0;0
892;Name  892;A;E;366147,1094;0,837323338;0,140756894;Poisson;1;0;0
893;Name  893;A;B;430541,1532;0,406367161;0,273719756;Poisson;1;0;0
894;Name  894;A;A;865965,092;0,683217662;0,039508747;Poisson;1;0;0
895;Name  895;B;C;783896,9128;0,340731459;0,305555921;Poisson;0;1;0
896;Name  896;A;A;291414,6463;0,636312665;0,08525867;Poisson;1;0;0
897;Name  897;B;D;736882,8819;0,572032058;0,139406441;Poisson;0;1;0
898;Name  898;A;B;837975,6798;0,589351335;0,121256862;Poisson;1;0;0
899;Name  899;C;B;194650,7578;0,287464135;0,099875404;Poisson;0;0;1
900;Name  900;B;A;564506,9272;0,568909532;0,172743187;Poisson;0;1;0
901;Name  901;C;E;852693,9712;0,100841616;0,222541973;Poisson;0;0;1
902;Name  902;C;C;550269,9335;0,403033886;0,306705423;Poisson;0;0;1
903;Name  903;C;C;897328,0736;0,062713771;0,195265214;Poisson;0;0;1
904;Name  904;C;B;509456,3807;0,858068662;0,251613452;Poisson;0;0;1
905;Name  905;C;A;483827,0241;0,978418986;0,21311734;Poisson;0;0;1
906;Name  906;A;A;662524,0799;0,764042089;0,05524662;Poisson;1;0;0
907;Name  907;A;B;517149,4854;0,358749082;0,094210403;Poisson;1;0;0
908;Name  908;C;A;5134,416357;0,986886634;0,172903701;Poisson;0;0;1
909;Name  909;A;A;466624,8918;0,436407906;0,22228818;Poisson;1;0;0
910;Name  910;A;B;477554,4709;0,865786657;0,157406739;Poisson;1;0;0
911;Name  911;B;A;705575,2923;0,81767785;0,086752346;Poisson;0;1;0
912;Name  912;C;A;297002,7941;0,879065751;0,186606703;Poisson;0;0;1
913;Name  913;C;B;495137,1274;0,605539153;0,04417347;Poisson;0;0;1
914;Name  914;B;E;21391,73327;0,934169939;0,252976327;Poisson;0;1;0
915;Name  915;B;E;467208,7391;0,251231275;0,121926739;Poisson;0;1;0
916;Name  916;A;C;451879,5677;0,991769171;0,018445491;Poisson;1;0;0
917;Name  917;B;C;5192,93378;0,426627498;0,276349045;Poisson;0;1;0
918;Name  918;B;D;67641,66244;0,534864367;0,146892964;Poisson;0;1;0
919;Name  919;B;C;716287,9381;0,213091124;0,112610532;Poisson;0;1;0
920;Name  920;B;A;500669,4226;0,220788697;0,129438777;Poisson;0;1;0
921;Name  921;A;B;771495,15;0,878102862;0,128370136;Poisson;1;0;0
922;Name  922;C;D;809308,73;0,232751;0,13250868;Poisson;0;0;1
923;Name  923;A;D;883389,475;0,486888797;0,118837665;Poisson;1;0;0
924;Name  924;B;A;209908,5519;0,063926298;0,121286617;Poisson;0;1;0
925;Name  925;B;C;983101,259;0,040420059;0,207506933;Poisson;0;1;0
926;Name  926;C;C;768302,1126;0,783248522;0,236916097;Poisson;0;0;1
927;Name  927;B;C;401915,8032;0,445571559;0,128715157;Poisson;0;1;0
928;Name  928;B;D;252591,1101;0,057688864;0,184403261;Poisson;0;1;0
929;Name  929;A;D;629090,9982;0,123577779;0,292673086;Poisson;1;0;0
930;Name  930;C;D;869425,6109;0,004225814;0,094814475;Poisson;0;0;1
931;Name  931;A;C;701555,5669;0,596195334;0,064803581;Poisson;1;0;0
932;Name  932;A;B;817651,389;0,899846476;0,010905983;Poisson;1;0;0
933;Name  933;C;E;186389,1089;0,538471141;0,270189776;Poisson;0;0;1
934;Name  934;A;C;415982,0433;0,584588848;0,070107833;Poisson;1;0;0
935;Name  935;A;E;239949,9723;0,024136116;0,235611937;Poisson;1;0;0
936;Name  936;B;D;748021,0117;0,507496767;0,264004074;Poisson;0;1;0
937;Name  937;B;E;866737,5019;0,900979864;0,015350968;Poisson;0;1;0
938;Name  938;A;C;790985,9626;0,255743208;0,319374794;Poisson;1;0;0
939;Name  939;C;B;779349,7272;0,0261843;0,063337716;Poisson;0;0;1
940;Name  940;A;E;385137,3969;0,821616318;0,33375871;Poisson;1;0;0
941;Name  941;A;E;414556,7312;0,339647789;0,036797839;Poisson;1;0;0
942;Name  942;C;B;677903,6629;0,020189176;0,015234665;Poisson;0;0;1
943;Name  943;C;C;586190,2843;0,804492155;0,21819937;Poisson;0;0;1
944;Name  944;B;B;629465,5877;0,275715427;0,14034553;Poisson;0;1;0
945;Name  945;B;C;765346,1921;0,009844235;0,111005592;Poisson;0;1;0
946;Name  946;B;D;485041,7906;0,79739263;0,343712776;Poisson;0;1;0
947;Name  947;C;C;906647,5086;0,348807733;0,102983377;Poisson;0;0;1
948;Name  948;C;B;610844,4346;0,750433033;0,137429654;Poisson;0;0;1
949;Name  949;B;E;824921,0885;0,440711117;0,157620326;Poisson;0;1;0
950;Name  950;A;D;251681,5789;0,786525356;0,149246361;Poisson;1;0;0
951;Name  951;C;E;12761,08117;0,702287075;0,28742436;Poisson;0;0;1
952;Name  952;C;A;275237,0637;0,227566357;0,042981914;Poisson;0;0;1
953;Name  953;B;D;76122,41549;0,950789643;0,137874247;Poisson;0;1;0
954;Name  954;C;B;148446,5544;0,155715058;0,187841987;Poisson;0;0;1
955;Name  955;C;C;527324,571;0,682497453;0,329600741;Poisson;0;0;1
956;Name  956;A;D;53175,90762;0,478220431;0,283936268;Poisson;1;0;0
957;Name  957;C;C;366755,4548;0,730131397;0,253043731;Poisson;0;0;1
958;Name  958;C;B;55252,43367;0,669833908;0,148980732;Poisson;0;0;1
959;Name  959;C;E;340907,6995;0,191111268;0,328244285;Poisson;0;0;1
960;Name  960;A;E;478313,1643;0,386292295;0,161048465;Poisson;1;0;0
961;Name  961;A;E;178866,3604;0,016103391;0,243701303;Poisson;1;0;0
962;Name  962;A;E;325489,8056;0,327889733;0,338823264;Poisson;1;0;0
963;Name  963;C;E;304807,4888;0,520065031;0,172968127;Poisson;0;0;1
964;Name  964;B;C;394777,5498;0,981823234;0,306063914;Poisson;0;1;0
965;Name  965;B;A;958363,5422;0,489680473;0,21274432;Poisson;0;1;0
966;Name  966;B;A;129741,8347;0,697700803;0,166535162;Poisson;0;1;0
967;Name  967;C;C;925632,1025;0,761214729;0,302283932;Poisson;0;0;1
968;Name  968;B;B;940716,2007;0,539545006;0,117919599;Poisson;0;1;0
969;Name  969;C;C;67624,98983;0,793375685;0,185810672;Poisson;0;0;1
970;Name  970;C;E;517826,3669;0,7108983;0,184583546;Poisson;0;0;1
971;Name  971;B;C;548633,2564;0,613881291;0,164556609;Poisson;0;1;0
972;Name  972;C;E;84316,39381;0,369541325;0,160765672;Poisson;0;0;1
973;Name  973;A;C;364492,6451;0,361980989;0,218259238;Poisson;1;0;0
974;Name  974;B;E;255336,5042;0,765224462;0,21117869;Poisson;0;1;0
975;Name  975;B;E;80592,6675;0,34860444;0,302841687;Poisson;0;1;0
976;Name  976;B;E;892390,4819;0,844616748;0,059883389;Poisson;0;1;0
977;Name  977;C;B;762440,0622;0,735165142;0,258945641;Poisson;0;0;1
978;Name  978;A;B;813915,299;0,387633366;0,200839944;Poisson;1;0;0
979;Name  979;C;E;539906,6496;0,400227877;0,119839032;Poisson;0;0;1
980;Name  980;C;A;953334,0013;0,521073281;0,330627528;Poisson;0;0;1
981;Name  981;A;D;727181,3994;0,785703112;0,166897738;Poisson;1;0;0
982;Name  982;A;C;846680,4802;0,204088867;0,290262316;Poisson;1;0;0
983;Name  983;B;A;100576,9054;0,004296643;0,10095584;Poisson;0;1;0
984;Name  984;C;B;791801,8978;0,954648366;0,006089354;Poisson;0;0;1
985;Name  985;A;C;902985,3544;0,697875691;0,050733842;Poisson;1;0;0
986;Name  986;B;D;132956,5376;0,216482691;0,107501815;Poisson;0;1;0
987;Name  987;B;B;264314,1543;0,318097844;0,035644558;Poisson;0;1;0
988;Name  988;B;B;31734,32435;0,140608512;0,079296864;Poisson;0;1;0
989;Name  989;C;A;174863,8822;0,027974468;0,332701928;Poisson;0;0;1
990;Name  990;A;B;495528,967;0,152764642;0,200320254;Poisson;1;0;0
991;Name  991;C;C;685039,0018;0,430006408;0,248647233;Poisson;0;0;1
992;Name  992;C;A;897220,8263;0,073662719;0,049649772;Poisson;0;0;1
993;Name  993;B;C;328540,6908;0,373677672;0,185121315;Poisson;0;1;0
994;Name  994;C;D;231166,3778;0,775189377;0,066470122;Poisson;0;0;1
995;Name  995;A;D;543646,5226;0,73711094;0,02370765;Poisson;1;0;0
996;Name  996;C;E;596827,7973;0,497066966;0,168033854;Poisson;0;0;1
997;Name  997;C;E;120523,8445;0,401730044;0,234009673;Poisson;0;0;1
998;Name  998;A;B;827943,291;0,159436167;0,071449386;Poisson;1;0;0
999;Name  999;A;C;290867,1085;0,308083131;0,031742793;Poisson;1;0;0
1000;Name  1000;B;C;623256,4545;0,394374254;0,073511063;Poisson;0;1;0
1001;Name  1001;A;C;869781,9296;0,704159774;0,226285335;Poisson;1;0;0
1002;Name  1002;B;D;803946,8231;0,696967692;0,02148316;Poisson;0;1;0
1003;Name  1003;B;B;480555,5707;0,550011792;0,259659914;Poisson;0;1;0
1004;Name  1004;B;C;217553,2291;0,518002752;0,300368388;Poisson;0;1;0
1005;Name  1005;A;E;265559,6367;0,390715657;0,219913981;Poisson;1;0;0
1006;Name  1006;C;B;854047,413;0,038266257;0,27250389;Poisson;0;0;1
1007;Name  1007;C;D;472110,1334;0,1412997;0,155050229;Poisson;0;0;1
1008;Name  1008;C;B;241026,5594;0,010346315;0,169153339;Poisson;0;0;1
1009;Name  1009;C;C;919355,4235;0,470111551;0,13512009;Poisson;0;0;1
1010;Name  1010;A;A;768507,8365;0,542403142;0,051882593;Poisson;1;0;0
1011;Name  1011;A;D;862680,0843;0,350065921;0,032660444;Poisson;1;0;0
1012;Name  1012;A;E;116958,4101;0,989738137;0,110655258;Poisson;1;0;0
1013;Name  1013;C;D;47236,77227;0,714974219;0,209831911;Poisson;0;0;1
1014;Name  1014;B;D;574080,0752;0,63111998;0,289036182;Poisson;0;1;0
1015;Name  1015;C;E;913669,6242;0,865382855;0,157478713;Poisson;0;0;1
1016;Name  1016;B;D;721620,1844;0,749536692;0,060856983;Poisson;0;1;0
1017;Name  1017;A;C;402927,5034;0,360102904;0,283458053;Poisson;1;0;0
1018;Name  1018;A;D;69043,79695;0,556624552;0,166937139;Poisson;1;0;0
1019;Name  1019;A;B;20006,58306;0,319587903;0,33692688;Poisson;1;0;0
1020;Name  1020;A;D;819985,9044;0,573642794;0,191113507;Poisson;1;0;0
1021;Name  1021;B;B;517373,4322;0,009833711;0,013174509;Poisson;0;1;0
1022;Name  1022;B;B;112544,3174;0,033520491;0,073673934;Poisson;0;1;0
1023;Name  1023;C;B;71277,66285;0,841515583;0,345026757;Poisson;0;0;1
1024;Name  1024;A;C;432174,1731;0,082052013;0,279566737;Poisson;1;0;0
1025;Name  1025;C;D;913616,0204;0,985288344;0,273756847;Poisson;0;0;1
1026;Name  1026;B;B;391359,387;0,228680524;0,032328776;Poisson;0;1;0
1027;Name  1027;C;B;844156,8548;0,840318544;0,341098712;Poisson;0;0;1
1028;Name  1028;C;B;712627,7408;0,166842861;0,204430979;Poisson;0;0;1
1029;Name  1029;A;D;638383,1132;0,555458504;0,057791468;Poisson;1;0;0
1030;Name  1030;A;D;843375,082;0,050491324;0,260778093;Poisson;1;0;0
1031;Name  1031;A;A;445504,8359;0,11085554;0,253914559;Poisson;1;0;0
1032;Name  1032;B;A;720544,7868;0,821262711;0,325323219;Poisson;0;1;0
1033;Name  1033;A;C;65080,04319;0,643035604;0,308808665;Poisson;1;0;0
1034;Name  1034;C;D;411916,9381;0,539435969;0,148388555;Poisson;0;0;1
1035;Name  1035;B;C;106327,6573;0,052842084;0,196836707;Poisson;0;1;0
1036;Name  1036;B;A;739855,087;0,279872304;0,031842388;Poisson;0;1;0
1037;Name  1037;C;E;638427,5359;0,736228719;0,030868721;Poisson;0;0;1
1038;Name  1038;B;C;959082,8641;0,196807904;0,123944636;Poisson;0;1;0
1039;Name  1039;A;D;853330,4377;0,034771884;0,119242207;Poisson;1;0;0
1040;Name  1040;C;B;147736,7119;0,662380695;0,101450427;Poisson;0;0;1
1041;Name  1041;B;C;935471,5801;0,414368747;0,060083101;Poisson;0;1;0
1042;Name  1042;C;C;787413,0946;0,273991019;0,3173751;Poisson;0;0;1
1043;Name  1043;C;A;320150,7924;0,156579845;0,141878456;Poisson;0;0;1
1044;Name  1044;C;B;232552,244;0,257497969;0,24283507;Poisson;0;0;1
1045;Name  1045;B;D;413668,2603;0,446355994;0,192164118;Poisson;0;1;0
1046;Name  1046;B;E;313530,7134;0,895821071;0,076562261;Poisson;0;1;0
1047;Name  1047;B;C;222780,2865;0,178813144;0,083854137;Poisson;0;1;0
1048;Name  1048;A;C;966611,1387;0,228155862;0,047423358;Poisson;1;0;0
1049;Name  1049;C;E;991876,8261;0,916001495;0,057057583;Poisson;0;0;1
1050;Name  1050;B;B;250833,1028;0,232999401;0,147401466;Poisson;0;1;0
1051;Name  1051;A;E;720448,745;0,342261666;0,115349337;Poisson;1;0;0
1052;Name  1052;C;C;849565,3076;0,940457306;0,140753074;Poisson;0;0;1
1053;Name  1053;C;A;381596,3025;0,062769589;0,286142723;Poisson;0;0;1
1054;Name  1054;C;E;467498,8339;0,073127089;0,002839567;Poisson;0;0;1
1055;Name  1055;C;D;157515,1558;0,414404498;0,348200298;Poisson;0;0;1
1056;Name  1056;A;A;121640,9578;0,348426447;0,334888357;Poisson;1;0;0
1057;Name  1057;A;B;312387,4475;0,162032904;0,158929674;Poisson;1;0;0
1058;Name  1058;B;E;213189,3222;0,997770173;0,233943129;Poisson;0;1;0
1059;Name  1059;A;E;350714,8072;0,666980584;0,24590886;Poisson;1;0;0
1060;Name  1060;C;D;232185,9678;0,293402512;0,091860088;Poisson;0;0;1
1061;Name  1061;B;A;412867,3107;0,915406025;0,049958492;Poisson;0;1;0
1062;Name  1062;C;B;846333,8606;0,496819923;0,181867142;Poisson;0;0;1
1063;Name  1063;A;A;776296,635;0,864797446;0,029280705;Poisson;1;0;0
1064;Name  1064;B;D;933889,6086;0,904526819;0,021608308;Poisson;0;1;0
1065;Name  1065;B;A;256479,7008;0,683248892;0,120057098;Poisson;0;1;0
1066;Name  1066;A;A;626327,9181;0,083009137;0,019493676;Poisson;1;0;0
1067;Name  1067;C;B;609303,8874;0,757043213;0,125333416;Poisson;0;0;1
1068;Name  1068;C;C;645465,1186;0,809830761;0,339792486;Poisson;0;0;1
1069;Name  1069;B;D;795331,963;0,900151401;0,259988265;Poisson;0;1;0
1070;Name  1070;A;E;774242,1948;0,084268307;0,042834794;Poisson;1;0;0
1071;Name  1071;A;D;879078,0031;0,517748629;0,163478516;Poisson;1;0;0
1072;Name  1072;A;A;172154,3337;0,227498644;0,014892417;Poisson;1;0;0
1073;Name  1073;C;D;547568,2192;0,629978369;0,349300893;Poisson;0;0;1
1074;Name  1074;B;B;521210,7398;0,269153172;0,054303462;Poisson;0;1;0
1075;Name  1075;A;B;193685,6553;0,002124097;0,171339363;Poisson;1;0;0
1076;Name  1076;A;C;911862,382;0,07447899;0,056676889;Poisson;1;0;0
1077;Name  1077;B;D;632091,5535;0,031357333;0,078179683;Poisson;0;1;0
1078;Name  1078;B;E;172522,6798;0,738702372;0,040102898;Poisson;0;1;0
1079;Name  1079;A;A;141425,8129;0,317583309;0,248611387;Poisson;1;0;0
1080;Name  1080;B;C;708734,0281;0,369935869;0,015554636;Poisson;0;1;0
1081;Name  1081;B;A;334334,3414;0,724884599;0,172814927;Poisson;0;1;0
1082;Name  1082;A;D;939015,7228;0,492841095;0,325742575;Poisson;1;0;0
1083;Name  1083;A;A;355805,9558;0,755359574;0,166256311;Poisson;1;0;0
1084;Name  1084;C;B;792451,4979;0,865907735;0,201334932;Poisson;0;0;1
1085;Name  1085;B;B;172429,0143;0,394032418;0,202149032;Poisson;0;1;0
1086;Name  1086;C;E;175481,6268;0,019582264;0,203340752;Poisson;0;0;1
1087;Name  1087;A;D;359282,0252;0,55683044;0,312949383;Poisson;1;0;0
1088;Name  1088;C;E;662841,7129;0,367643179;0,335423166;Poisson;0;0;1
1089;Name  1089;A;D;797329,8561;0,935046725;0,229758571;Poisson;1;0;0
1090;Name  1090;B;D;550524,7365;0,140076387;0,215858773;Poisson;0;1;0
1091;Name  1091;B;D;785337,9958;0,887491581;0,242488531;Poisson;0;1;0
1092;Name  1092;A;B;732675,3298;0,078436279;0,130916881;Poisson;1;0;0
1093;Name  1093;A;C;728265,5292;0,441497907;0,15820247;Poisson;1;0;0
1094;Name  1094;C;C;834100,9766;0,144535591;0,243482746;Poisson;0;0;1
1095;Name  1095;B;C;386206,4823;0,604672714;0,335939578;Poisson;0;1;0
1096;Name  1096;B;E;632731,7762;0,735720606;0,214322037;Poisson;0;1;0
1097;Name  1097;C;C;92428,01877;0,222536772;0,192342503;Poisson;0;0;1
1098;Name  1098;C;C;456869,5623;0,262510729;0,012637712;Poisson;0;0;1
1099;Name  1099;C;E;613209,7311;0,993972958;0,02636196;Poisson;0;0;1
1100;Name  1100;C;A;430498,3065;0,017858364;0,213667327;Poisson;0;0;1
1101;Name  1101;C;D;906884,8709;0,337641679;0,114686741;Poisson;0;0;1
1102;Name  1102;A;C;200464,0485;0,281861778;0,184363276;Poisson;1;0;0
1103;Name  1103;A;A;437571,389;0,453368947;0,016229939;Poisson;1;0;0
1104;Name  1104;C;D;464646,7779;0,242386427;0,084815736;Poisson;0;0;1
1105;Name  1105;C;C;244121,6064;0,85627663;0,11340815;Poisson;0;0;1
1106;Name  1106;A;D;366452,9497;0,753646973;0,323491645;Poisson;1;0;0
1107;Name  1107;C;E;130751,3797;0,881045909;0,044573226;Poisson;0;0;1
1108;Name  1108;B;A;448346,8272;0,367496643;0,132366019;Poisson;0;1;0
1109;Name  1109;A;C;639092,7724;0,782643037;0,059829013;Poisson;1;0;0
1110;Name  1110;A;E;216917,5588;0,973697517;0,309473379;Poisson;1;0;0
1111;Name  1111;A;A;72017,219;0,806800631;0,246286055;Poisson;1;0;0
1112;Name  1112;A;A;122990,0628;0,233726303;0,294755715;Poisson;1;0;0
1113;Name  1113;C;C;160602,4143;0,792238585;0,289057704;Poisson;0;0;1
1114;Name  1114;A;D;454778,6845;0,123359023;0,320599135;Poisson;1;0;0
1115;Name  1115;C;E;449503,8806;0,993803852;0,044387736;Poisson;0;0;1
1116;Name  1116;A;B;714730,759;0,073524815;0,286984345;Poisson;1;0;0
1117;Name  1117;A;A;977073,6335;0,968812272;0,097351238;Poisson;1;0;0
1118;Name  1118;C;A;931943,0448;0,618816412;0,017115767;Poisson;0;0;1
1119;Name  1119;C;A;824429,5023;0,596571358;0,299838999;Poisson;0;0;1
1120;Name  1120;C;D;919429,9165;0,721146551;0,268991717;Poisson;0;0;1
1121;Name  1121;C;E;376622,6904;0,717492349;0,248604549;Poisson;0;0;1
1122;Name  1122;A;E;85898,7972;0,90041651;0,234116332;Poisson;1;0;0
1123;Name  1123;B;C;827007,0324;0,197986729;0,043111882;Poisson;0;1;0
1124;Name  1124;C;A;526800,66;0,897106992;0,132343473;Poisson;0;0;1
1125;Name  1125;C;A;757521,7482;0,958352196;0,064708804;Poisson;0;0;1
1126;Name  1126;C;C;196580,8554;0,981368028;0,040331247;Poisson;0;0;1
1127;Name  1127;C;C;7220,039305;0,047903182;0,131619597;Poisson;0;0;1
1128;Name  1128;C;D;563422,3073;0,158052479;0,323429558;Poisson;0;0;1
