Number;Name;Business;Country;EAD;LGD;PD;Default;A;B;C
1209;Name  1209;C;D;952062,9114;0,617710092;0,068102242;Bernoulli;0;0;1
786;Name  786;B;D;699182,7901;0,8392007;0,022440141;Bernoulli;0;1;0
290;Name  290;C;B;616464,9277;0,950941695;0,052761545;Bernoulli;0;0;1
666;Name  666;B;D;695967,163;0,841126869;0,043811506;Bernoulli;0;1;0
1402;Name  1402;B;E;630510,1747;0,926814474;0,094424975;Bernoulli;0;1;0
671;Name  671;A;A;678035,9657;0,861767183;0,044752211;Bernoulli;1;0;0
8;Name  8;B;A;841591,4468;0,693618236;0,246929099;Bernoulli;0;1;0
1507;Name  1507;B;A;684945,2949;0,850517487;0,163140036;Bernoulli;0;1;0
43;Name  43;C;D;932057,1584;0,624793066;0,230276279;Bernoulli;0;0;1
2321;Name  2321;B;D;741890,8968;0,784817487;0,13203775;Bernoulli;0;1;0
1850;Name  1850;B;E;785642,1923;0,740920093;0,191612856;Bernoulli;0;1;0
297;Name  297;B;D;798298,9549;0,729152638;0,31910848;Bernoulli;0;1;0
2452;Name  2452;A;D;832698,5767;0,697949194;0,128915646;Bernoulli;1;0;0
1755;Name  1755;B;B;732324,9968;0,793463702;0,258176234;Bernoulli;0;1;0
1756;Name  1756;C;B;841036,1258;0,690425934;0,094059691;Bernoulli;0;0;1
353;Name  353;C;E;707730,6367;0,820413367;0,244361325;Bernoulli;0;0;1
259;Name  259;A;C;974849,4706;0,595526875;0,275499895;Bernoulli;1;0;0
1295;Name  1295;C;A;830582,1615;0,698866042;0,348602723;Bernoulli;0;0;1
111;Name  111;A;B;859124,9947;0,675369621;0,152549001;Bernoulli;1;0;0
1419;Name  1419;C;C;983199,0118;0,589898965;0,11301984;Bernoulli;0;0;1
1926;Name  1926;B;D;825090,7991;0,702526209;0,246780129;Bernoulli;0;1;0
1373;Name  1373;C;A;658606,9955;0,878843369;0,207401114;Bernoulli;0;0;1
587;Name  587;A;C;892356,5854;0,648523409;0,070990131;Bernoulli;1;0;0
1720;Name  1720;A;E;779879,9011;0,741975681;0,078571577;Bernoulli;1;0;0
2099;Name  2099;B;B;825545,6892;0,699877656;0,245251008;Bernoulli;0;1;0
688;Name  688;A;B;619800,3443;0,932088519;0,058212786;Bernoulli;1;0;0
911;Name  911;B;A;705575,2923;0,81767785;0,086752346;Bernoulli;0;1;0
1118;Name  1118;C;A;931943,0448;0,618816412;0,017115767;Bernoulli;0;0;1
1359;Name  1359;A;D;751608,9967;0,765466325;0,023278095;Bernoulli;1;0;0
1852;Name  1852;C;B;726030,5464;0,790917425;0,222432669;Bernoulli;0;0;1
672;Name  672;B;E;917720,9569;0,624405176;0,031375226;Bernoulli;0;1;0
1426;Name  1426;B;A;637572,5921;0,898623491;0,104163959;Bernoulli;0;1;0
1383;Name  1383;C;D;795173,9176;0,720447308;0,066798248;Bernoulli;0;0;1
2924;Name  2924;A;B;610181,522;0,938554343;0,067402576;Bernoulli;1;0;0
981;Name  981;A;D;727181,3994;0,785703112;0,166897738;Bernoulli;1;0;0
2018;Name  2018;C;E;641312,4714;0,890033061;0,096771305;Bernoulli;0;0;1
99;Name  99;B;B;697295,5105;0,818242872;0,282123857;Bernoulli;0;1;0
2084;Name  2084;A;E;701736,605;0,811333461;0,264070107;Bernoulli;1;0;0
1566;Name  1566;C;C;694679,5248;0,819095068;0,262629795;Bernoulli;0;0;1
337;Name  337;B;B;622103,7932;0,914487364;0,205873402;Bernoulli;0;1;0
2437;Name  2437;B;D;625399,2611;0,909651027;0,315180691;Bernoulli;0;1;0
657;Name  657;B;A;984167,75;0,57714998;0,182621924;Bernoulli;0;1;0
2077;Name  2077;A;B;902689,6446;0,629080133;0,339430467;Bernoulli;1;0;0
2726;Name  2726;C;C;774075,1456;0,733286893;0,311607694;Bernoulli;0;0;1
1374;Name  1374;C;C;714570,5208;0,79156736;0,0552831;Bernoulli;0;0;1
166;Name  166;B;C;894453,3105;0,632045104;0,131764441;Bernoulli;0;1;0
2138;Name  2138;B;D;678380,0328;0,833349181;0,147562422;Bernoulli;0;1;0
1229;Name  1229;A;B;649887,1789;0,869156054;0,023017141;Bernoulli;1;0;0
1146;Name  1146;C;E;730596,9534;0,772991079;0,132912541;Bernoulli;0;0;1
2862;Name  2862;C;E;699543,1288;0,805450563;0,28712339;Bernoulli;0;0;1
1195;Name  1195;A;C;830447,6167;0,677074579;0,266296409;Bernoulli;1;0;0
356;Name  356;C;A;602503,8301;0,931912185;0,027247821;Bernoulli;0;0;1
504;Name  504;A;A;972430,8544;0,577343955;0,094626211;Bernoulli;1;0;0
977;Name  977;C;B;762440,0622;0,735165142;0,258945641;Bernoulli;0;0;1
1002;Name  1002;B;D;803946,8231;0,696967692;0,02148316;Bernoulli;0;1;0
1519;Name  1519;A;A;920126,3643;0,608191221;0,070039981;Bernoulli;1;0;0
1509;Name  1509;C;C;722295,5905;0,774721928;0,290839921;Bernoulli;0;0;1
70;Name  70;A;E;937694,296;0,596276167;0,313298055;Bernoulli;1;0;0
2094;Name  2094;C;A;825438,5812;0,673801439;0,083037016;Bernoulli;0;0;1
2768;Name  2768;A;C;863220,9447;0,64291699;0,019743039;Bernoulli;1;0;0
1904;Name  1904;C;E;721922,0526;0,767621356;0,111106839;Bernoulli;0;0;1
704;Name  704;B;C;576323,3641;0,961485758;0,107904546;Bernoulli;0;1;0
2360;Name  2360;C;E;783160,2771;0,704291945;0,045875175;Bernoulli;0;0;1
2805;Name  2805;C;E;560086,9752;0,984745643;0,172657489;Bernoulli;0;0;1
1311;Name  1311;C;E;702271,0752;0,784603469;0,212127858;Bernoulli;0;0;1
67;Name  67;B;D;664661,8952;0,828062617;0,022353292;Bernoulli;0;1;0
2372;Name  2372;B;A;689317,8616;0,797190693;0,202805675;Bernoulli;0;1;0
2424;Name  2424;C;D;851565,3378;0,64469539;0,056229031;Bernoulli;0;0;1
155;Name  155;B;C;778329,9809;0,704261838;0,287807993;Bernoulli;0;1;0
1167;Name  1167;A;E;718956,0272;0,762297863;0,063658839;Bernoulli;1;0;0
2623;Name  2623;A;D;772241,1656;0,709197861;0,189281605;Bernoulli;1;0;0
2438;Name  2438;B;B;788179,1255;0,693640076;0,142547545;Bernoulli;0;1;0
128;Name  128;C;C;654933,8392;0,833358975;0,023543374;Bernoulli;0;0;1
443;Name  443;B;D;953297,7586;0,572263394;0,074234548;Bernoulli;0;1;0
2209;Name  2209;B;D;610924,5743;0,891008321;0,264684676;Bernoulli;0;1;0
2703;Name  2703;C;D;609426,9386;0,893062162;0,24092224;Bernoulli;0;0;1
170;Name  170;A;E;809344,2356;0,672348512;0,0288604;Bernoulli;1;0;0
1420;Name  1420;A;D;648673,7954;0,837046251;0,017263771;Bernoulli;1;0;0
22;Name  22;A;C;919664,5537;0,590203664;0,1842447;Bernoulli;1;0;0
2484;Name  2484;C;A;641958,1578;0,84511929;0,022450691;Bernoulli;0;0;1
1619;Name  1619;C;E;647457,3126;0,837088339;0,137469405;Bernoulli;0;0;1
71;Name  71;A;C;616433,1539;0,878428;0,259133288;Bernoulli;1;0;0
2810;Name  2810;A;B;674689,5591;0,802037877;0,271556524;Bernoulli;1;0;0
1016;Name  1016;B;D;721620,1844;0,749536692;0,060856983;Bernoulli;0;1;0
1129;Name  1129;A;B;787587,2215;0,685074178;0,155035656;Bernoulli;1;0;0
2373;Name  2373;B;E;757347,9286;0,71168862;0,042098277;Bernoulli;0;1;0
1739;Name  1739;C;E;772274,3978;0,697133902;0,171891133;Bernoulli;0;0;1
2769;Name  2769;C;A;771827,5574;0,697278708;0,1017584;Bernoulli;0;0;1
2068;Name  2068;C;C;548203,5113;0,980909165;0,25993385;Bernoulli;0;0;1
1479;Name  1479;B;C;592460,263;0,905335451;0,254442198;Bernoulli;0;1;0
739;Name  739;C;E;613399,5039;0,873764021;0,237355208;Bernoulli;0;0;1
1595;Name  1595;C;A;555549,3182;0,964552447;0,009954137;Bernoulli;0;0;1
2753;Name  2753;B;C;594532,0348;0,899014981;0,186308721;Bernoulli;0;1;0
2057;Name  2057;A;E;834641,3071;0,640055691;0,038990396;Bernoulli;1;0;0
1654;Name  1654;B;C;622296,9413;0,858235585;0,052356123;Bernoulli;0;1;0
558;Name  558;A;B;666741,5348;0,799700112;0,172171876;Bernoulli;1;0;0
2184;Name  2184;C;B;537006,3512;0,992782965;0,210194165;Bernoulli;0;0;1
562;Name  562;B;B;699263,7344;0,762156877;0,238626577;Bernoulli;0;1;0
774;Name  774;B;A;791458,7374;0,672037315;0,08634288;Bernoulli;0;1;0
1538;Name  1538;C;D;862291,6925;0,615294505;0,136943566;Bernoulli;0;0;1
263;Name  263;A;C;553394,0715;0,958189822;0,127086784;Bernoulli;1;0;0
2939;Name  2939;B;E;871250,7583;0,608613259;0,27857353;Bernoulli;0;1;0
2631;Name  2631;A;A;852343,1935;0,621465024;0,134683671;Bernoulli;1;0;0
1816;Name  1816;B;A;901561,284;0,587208193;0,246714584;Bernoulli;0;1;0
2870;Name  2870;A;E;657948,342;0,803860164;0,117509842;Bernoulli;1;0;0
1540;Name  1540;C;C;924357,1039;0,571554138;0,189065612;Bernoulli;0;0;1
861;Name  861;B;D;698637,8541;0,755745626;0,316022944;Bernoulli;0;1;0
2371;Name  2371;C;C;594298,5187;0,888264883;0,071141191;Bernoulli;0;0;1
795;Name  795;C;E;775854,4626;0,679781637;0,152847028;Bernoulli;0;0;1
2817;Name  2817;B;D;878462,8456;0,598651354;0,147860461;Bernoulli;0;1;0
1497;Name  1497;A;D;821884,1538;0,639565773;0,043984561;Bernoulli;1;0;0
285;Name  285;A;A;691845,4432;0,759441986;0,05535855;Bernoulli;1;0;0
241;Name  241;A;E;869262,2833;0,604319834;0,082505678;Bernoulli;1;0;0
255;Name  255;C;A;605722,0381;0,866735333;0,176589752;Bernoulli;0;0;1
1191;Name  1191;A;D;697823,0042;0,7522083;0,10814591;Bernoulli;1;0;0
2397;Name  2397;C;B;610671,5935;0,859117359;0,098745787;Bernoulli;0;0;1
1856;Name  1856;A;D;617858,4893;0,848490266;0,180836891;Bernoulli;1;0;0
96;Name  96;C;A;843019,7665;0,621711363;0,051960627;Bernoulli;0;0;1
2427;Name  2427;B;E;556987,972;0,939411878;0,077239999;Bernoulli;0;1;0
345;Name  345;A;D;725737,2629;0,720965534;0,06887533;Bernoulli;1;0;0
40;Name  40;A;E;683006,8301;0,765678692;0,223086431;Bernoulli;1;0;0
1068;Name  1068;C;C;645465,1186;0,809830761;0,339792486;Bernoulli;0;0;1
702;Name  702;A;B;721681,8891;0,724055394;0,144054061;Bernoulli;1;0;0
2527;Name  2527;B;A;597187,5731;0,874855423;0,248561738;Bernoulli;0;1;0
10;Name  10;A;E;973882,8855;0,536336404;0,014583519;Bernoulli;1;0;0
284;Name  284;A;C;881570,976;0,592416449;0,26434522;Bernoulli;1;0;0
246;Name  246;A;A;600574,3015;0,8684736;0,335715991;Bernoulli;1;0;0
685;Name  685;C;D;784712,4512;0,664493112;0,341145209;Bernoulli;0;0;1
2888;Name  2888;B;D;984754,1503;0,529410159;0,164138871;Bernoulli;0;1;0
1942;Name  1942;A;B;745284,9736;0,69914978;0,181104862;Bernoulli;1;0;0
2052;Name  2052;C;D;568960,705;0,915348196;0,226071671;Bernoulli;0;0;1
2496;Name  2496;A;E;785376,501;0,6629947;0,057795276;Bernoulli;1;0;0
2917;Name  2917;C;A;919950,4878;0,565117475;0,051741892;Bernoulli;0;0;1
2614;Name  2614;B;B;637843,5104;0,814561909;0,21162957;Bernoulli;0;1;0
2712;Name  2712;A;A;794027,3465;0,653937063;0,012710205;Bernoulli;1;0;0
2299;Name  2299;B;B;929457,1628;0,55753274;0,256849698;Bernoulli;0;1;0
1545;Name  1545;A;A;967830,2329;0,535152761;0,099883213;Bernoulli;1;0;0
1726;Name  1726;A;D;688108,7633;0,751401293;0,110710229;Bernoulli;1;0;0
2557;Name  2557;A;B;966438,2966;0,533321202;0,261034793;Bernoulli;1;0;0
2724;Name  2724;B;E;926966,1487;0,55570143;0,208424924;Bernoulli;0;1;0
1315;Name  1315;A;C;544847,1904;0,94458093;0,280376623;Bernoulli;1;0;0
1993;Name  1993;A;D;572743,3595;0,898019959;0,047236821;Bernoulli;1;0;0
608;Name  608;B;D;704365,0066;0,730157037;0,216798562;Bernoulli;0;1;0
1588;Name  1588;A;E;705049,3082;0,728555857;0,220339628;Bernoulli;1;0;0
2121;Name  2121;A;D;641420,5517;0,799540393;0,18207742;Bernoulli;1;0;0
1606;Name  1606;C;D;759413,2825;0,675065875;0,022803543;Bernoulli;0;0;1
276;Name  276;C;E;981355,2989;0,52217365;0,027817114;Bernoulli;0;0;1
750;Name  750;B;B;908887,5423;0,563772708;0,049393062;Bernoulli;0;1;0
695;Name  695;A;E;585281,8496;0,874394397;0,193575041;Bernoulli;1;0;0
753;Name  753;C;E;677846,0045;0,754660815;0,170940967;Bernoulli;0;0;1
2796;Name  2796;B;E;634749,7216;0,805102387;0,225253141;Bernoulli;0;1;0
2650;Name  2650;A;D;714362,6442;0,713496666;0,314772176;Bernoulli;1;0;0
707;Name  707;B;B;902060,5525;0,565021644;0,230271247;Bernoulli;0;1;0
2807;Name  2807;A;D;804786,8512;0,632943224;0,009577733;Bernoulli;1;0;0
2871;Name  2871;B;D;602861,4416;0,843158513;0,05563988;Bernoulli;0;1;0
1158;Name  1158;B;B;814837,4023;0,62372252;0,283178568;Bernoulli;0;1;0
2737;Name  2737;B;C;564634,4129;0,899070684;0,2348213;Bernoulli;0;1;0
968;Name  968;B;B;940716,2007;0,539545006;0,117919599;Bernoulli;0;1;0
2313;Name  2313;B;E;858638,0507;0,590800553;0,300400596;Bernoulli;0;1;0
560;Name  560;A;E;614096,8498;0,825501852;0,274718243;Bernoulli;1;0;0
2418;Name  2418;A;A;600247,6771;0,843700013;0,053962324;Bernoulli;1;0;0
80;Name  80;C;E;824861,0455;0,613702543;0,152075589;Bernoulli;0;0;1
906;Name  906;A;A;662524,0799;0,764042089;0,05524662;Bernoulli;1;0;0
1713;Name  1713;C;B;711359,5073;0,7103527;0,151546804;Bernoulli;0;0;1
730;Name  730;A;E;545924,4684;0,925465222;0,066984345;Bernoulli;1;0;0
1153;Name  1153;C;A;896860,0454;0,563207042;0,148079687;Bernoulli;0;0;1
578;Name  578;A;A;573724,1543;0,879707854;0,150562896;Bernoulli;1;0;0
1417;Name  1417;A;E;707607,7148;0,711753205;0,039833088;Bernoulli;1;0;0
177;Name  177;A;D;945483,4871;0,531778635;0,042853428;Bernoulli;1;0;0
1752;Name  1752;B;C;804105,1208;0,624692209;0,269328595;Bernoulli;0;1;0
327;Name  327;C;A;587494,3053;0,854635217;0,262679987;Bernoulli;0;0;1
2662;Name  2662;C;B;524878,2209;0,954939468;0,067792731;Bernoulli;0;0;1
202;Name  202;C;C;772666,3933;0,648112789;0,121067017;Bernoulli;0;0;1
2403;Name  2403;B;D;517827,4808;0,967020011;0,013385029;Bernoulli;0;1;0
785;Name  785;C;A;990343,5569;0,505197477;0,304072199;Bernoulli;0;0;1
1109;Name  1109;A;C;639092,7724;0,782643037;0,059829013;Bernoulli;1;0;0
2333;Name  2333;B;A;588047,5674;0,850217797;0,023480177;Bernoulli;0;1;0
651;Name  651;B;D;735996,3107;0,677959092;0,161778707;Bernoulli;0;1;0
635;Name  635;B;D;655133,6026;0,761581272;0,16809566;Bernoulli;0;1;0
586;Name  586;C;A;891131,3281;0,557815372;0,115822348;Bernoulli;0;0;1
1653;Name  1653;B;C;931060,9752;0,533809214;0,085203156;Bernoulli;0;1;0
980;Name  980;C;A;953334,0013;0,521073281;0,330627528;Bernoulli;0;0;1
1347;Name  1347;A;C;849278,715;0,584805893;0,073189851;Bernoulli;1;0;0
2982;Name  2982;C;A;805602,1903;0,615944348;0,290805884;Bernoulli;0;0;1
199;Name  199;C;A;959797,5844;0,516053108;0,079656997;Bernoulli;0;0;1
2327;Name  2327;C;D;537600,0129;0,921169917;0,111379519;Bernoulli;0;0;1
641;Name  641;B;C;608784,7254;0,811978796;0,186241834;Bernoulli;0;1;0
2642;Name  2642;B;E;827242,0088;0,597387612;0,021850996;Bernoulli;0;1;0
1210;Name  1210;B;B;903253,9188;0,546955502;0,346521078;Bernoulli;0;1;0
1369;Name  1369;A;A;504290,6761;0,979360588;0,05011372;Bernoulli;1;0;0
898;Name  898;A;B;837975,6798;0,589351335;0,121256862;Bernoulli;1;0;0
12;Name  12;A;C;852720,054;0,57822363;0,075730085;Bernoulli;1;0;0
95;Name  95;A;C;821072,176;0,600484066;0,031715132;Bernoulli;1;0;0
1668;Name  1668;B;D;726579,9871;0,678287994;0,126719441;Bernoulli;0;1;0
2378;Name  2378;B;B;915648,7529;0,537569942;0,259647648;Bernoulli;0;1;0
2668;Name  2668;B;E;512607,8554;0,960035164;0,150692322;Bernoulli;0;1;0
1916;Name  1916;A;D;886848,1396;0,554769187;0,249762355;Bernoulli;1;0;0
1339;Name  1339;B;D;757646,1125;0,649202967;0,116083217;Bernoulli;0;1;0
1119;Name  1119;C;A;824429,5023;0,596571358;0,299838999;Bernoulli;0;0;1
1854;Name  1854;C;C;494189,9563;0,994524477;0,298842852;Bernoulli;0;0;1
2932;Name  2932;B;C;866221,479;0,56495502;0,043560518;Bernoulli;0;1;0
1717;Name  1717;B;C;691085,4001;0,708061713;0,028147891;Bernoulli;0;1;0
446;Name  446;C;B;535969,3431;0,912902107;0,190934881;Bernoulli;0;0;1
1632;Name  1632;B;B;996549,8476;0,49055455;0,112548108;Bernoulli;0;1;0
2856;Name  2856;B;A;892091,7744;0,547552119;0,055412086;Bernoulli;0;1;0
734;Name  734;A;A;840447,7303;0,580782414;0,12251502;Bernoulli;1;0;0
2365;Name  2365;A;B;773439,6728;0,630753572;0,074372876;Bernoulli;1;0;0
2754;Name  2754;C;D;858117,0697;0,568264038;0,297107527;Bernoulli;0;0;1
1947;Name  1947;C;A;672915,9912;0,724607511;0,201381261;Bernoulli;0;0;1
1777;Name  1777;B;D;904143,8745;0,538471236;0,169962546;Bernoulli;0;1;0
2619;Name  2619;A;D;537149,9815;0,902304326;0,199415901;Bernoulli;1;0;0
1943;Name  1943;B;E;952079,3191;0,509013654;0,029148497;Bernoulli;0;1;0
2615;Name  2615;C;E;834575,7613;0,580523945;0,292779806;Bernoulli;0;0;1
1274;Name  1274;B;D;821753,0858;0,589500686;0,296646961;Bernoulli;0;1;0
1860;Name  1860;C;B;531035,1504;0,912019939;0,021588845;Bernoulli;0;0;1
2943;Name  2943;C;E;637983,7132;0,758064684;0,170602525;Bernoulli;0;0;1
1841;Name  1841;B;B;525461,8186;0,919337199;0,255232911;Bernoulli;0;1;0
1485;Name  1485;C;A;547112,3591;0,882866804;0,332714372;Bernoulli;0;0;1
1423;Name  1423;C;D;507549,6489;0,949894948;0,18105111;Bernoulli;0;0;1
2189;Name  2189;C;E;763435,4606;0,631036987;0,221179334;Bernoulli;0;0;1
2550;Name  2550;A;B;603446,165;0,7980158;0,278649644;Bernoulli;1;0;0
391;Name  391;A;D;490396,9195;0,981524926;0,064235855;Bernoulli;1;0;0
1481;Name  1481;A;B;902849,9704;0,532656721;0,251304705;Bernoulli;1;0;0
673;Name  673;B;B;762808,8286;0,630005205;0,213192549;Bernoulli;0;1;0
1634;Name  1634;A;E;574910,0286;0,835451117;0,170373231;Bernoulli;1;0;0
1400;Name  1400;B;B;509979,1247;0,940853744;0,217545283;Bernoulli;0;1;0
1874;Name  1874;A;B;785851,9865;0,609961601;0,221819455;Bernoulli;1;0;0
1792;Name  1792;A;D;481272,7051;0,991687527;0,226164969;Bernoulli;1;0;0
1587;Name  1587;C;E;479689,2241;0,994631517;0,099146542;Bernoulli;0;0;1
697;Name  697;C;D;910334,3807;0,523490728;0,087873454;Bernoulli;0;0;1
1929;Name  1929;C;C;937538,8783;0,507113484;0,074894026;Bernoulli;0;0;1
1316;Name  1316;C;B;593607,4764;0,799305991;0,050956201;Bernoulli;0;0;1
1888;Name  1888;C;A;874584,8783;0,541373681;0,120177493;Bernoulli;0;0;1
905;Name  905;C;A;483827,0241;0,978418986;0,21311734;Bernoulli;0;0;1
1124;Name  1124;C;A;526800,66;0,897106992;0,132343473;Bernoulli;0;0;1
2606;Name  2606;C;B;968566,4545;0,487895658;0,20247866;Bernoulli;0;0;1
1871;Name  1871;B;E;472427,0163;0,999355594;0,094518807;Bernoulli;0;1;0
943;Name  943;C;C;586190,2843;0,804492155;0,21819937;Bernoulli;0;0;1
2387;Name  2387;B;A;799274,5317;0,589660429;0,172273828;Bernoulli;0;1;0
752;Name  752;C;E;963271,9866;0,488859225;0,03325001;Bernoulli;0;0;1
1652;Name  1652;C;B;826707,2725;0,569247441;0,018506334;Bernoulli;0;0;1
444;Name  444;B;B;964559,252;0,487883235;0,115399802;Bernoulli;0;1;0
1020;Name  1020;A;D;819985,9044;0,573642794;0,191113507;Bernoulli;1;0;0
1037;Name  1037;C;E;638427,5359;0,736228719;0,030868721;Bernoulli;0;0;1
585;Name  585;C;A;996291,3179;0,471096344;0,165536397;Bernoulli;0;0;1
965;Name  965;B;A;958363,5422;0,489680473;0,21274432;Bernoulli;0;1;0
1703;Name  1703;C;C;734056,4898;0,638891485;0,008304926;Bernoulli;0;0;1
2957;Name  2957;C;D;648354,7912;0,722854233;0,121923505;Bernoulli;0;0;1
1601;Name  1601;C;C;706170,2945;0,662597188;0,145440005;Bernoulli;0;0;1
841;Name  841;B;E;485747,1057;0,960108034;0,068135348;Bernoulli;0;1;0
628;Name  628;B;E;476349,4868;0,978180964;0,27639767;Bernoulli;0;1;0
1096;Name  1096;B;E;632731,7762;0,735720606;0,214322037;Bernoulli;0;1;0
2314;Name  2314;C;B;660394,0426;0,704284518;0,230875209;Bernoulli;0;0;1
2353;Name  2353;B;A;579629,4245;0,801570962;0,191133999;Bernoulli;0;1;0
1934;Name  1934;C;A;516797,9234;0,89874551;0,152763396;Bernoulli;0;0;1
1371;Name  1371;B;E;799898,8001;0,580631687;0,265708953;Bernoulli;0;1;0
2789;Name  2789;B;C;553673,3919;0,83859109;0,022398942;Bernoulli;0;1;0
1332;Name  1332;C;E;648743,1179;0,714428477;0,244227732;Bernoulli;0;0;1
568;Name  568;C;D;495227,5977;0,935663117;0,288505552;Bernoulli;0;0;1
1082;Name  1082;A;D;939015,7228;0,492841095;0,325742575;Bernoulli;1;0;0
418;Name  418;C;B;650847,5871;0,710499817;0,190842523;Bernoulli;0;0;1
2545;Name  2545;B;C;781361,0895;0,591755129;0,095377248;Bernoulli;0;1;0
2605;Name  2605;B;B;681733,4271;0,676933655;0,03082537;Bernoulli;0;1;0
751;Name  751;A;E;829347,0639;0,556208536;0,247711596;Bernoulli;1;0;0
1067;Name  1067;C;B;609303,8874;0,757043213;0,125333416;Bernoulli;0;0;1
2679;Name  2679;A;E;958028,3566;0,481379673;0,292816939;Bernoulli;1;0;0
62;Name  62;C;E;637577,6202;0,723200963;0,159991995;Bernoulli;0;0;1
427;Name  427;C;B;624229,7128;0,738339905;0,090407735;Bernoulli;0;0;1
1322;Name  1322;C;E;570322,0144;0,807274471;0,077461207;Bernoulli;0;0;1
1810;Name  1810;B;B;663550,9046;0,69378047;0,048492158;Bernoulli;0;1;0
1390;Name  1390;A;B;524684,2778;0,876624042;0,049427694;Bernoulli;1;0;0
164;Name  164;C;A;566855,1694;0,811043546;0,266436166;Bernoulli;0;0;1
1180;Name  1180;B;C;787675,3433;0,582432545;0,349880883;Bernoulli;0;1;0
948;Name  948;C;B;610844,4346;0,750433033;0,137429654;Bernoulli;0;0;1
2237;Name  2237;B;E;993929,2687;0,4600885;0,156793277;Bernoulli;0;1;0
2183;Name  2183;C;B;965428,6644;0,473408193;0,165844401;Bernoulli;0;0;1
2916;Name  2916;B;D;885325,6734;0,516178496;0,026244395;Bernoulli;0;1;0
2572;Name  2572;C;C;929829,6343;0,49074393;0,240552994;Bernoulli;0;0;1
794;Name  794;B;A;638880,6878;0,714220635;0,14107795;Bernoulli;0;1;0
1786;Name  1786;B;E;666588,3887;0,683581549;0,013015033;Bernoulli;0;1;0
1808;Name  1808;B;B;474042,764;0,960657334;0,088574417;Bernoulli;0;1;0
169;Name  169;C;E;797011,6264;0,57125667;0,257811114;Bernoulli;0;0;1
2180;Name  2180;A;A;520032,7575;0,875273821;0,009617663;Bernoulli;1;0;0
1071;Name  1071;A;D;879078,0031;0,517748629;0,163478516;Bernoulli;1;0;0
293;Name  293;A;E;850722,9953;0,534122437;0,245000606;Bernoulli;1;0;0
565;Name  565;C;D;900536,3094;0,50408767;0,188051045;Bernoulli;0;0;1
296;Name  296;A;E;606855,6512;0,746786734;0,047565416;Bernoulli;1;0;0
1237;Name  1237;A;A;496803,275;0,911864122;0,03303504;Bernoulli;1;0;0
1298;Name  1298;A;D;771800,9554;0,58561022;0,010838229;Bernoulli;1;0;0
203;Name  203;B;E;654929,1884;0,687836203;0,269892786;Bernoulli;0;1;0
392;Name  392;A;B;552105,9811;0,815581574;0,026678898;Bernoulli;1;0;0
1940;Name  1940;B;B;861431,2413;0,522557679;0,042132059;Bernoulli;0;1;0
627;Name  627;B;D;935678,7659;0,480429724;0,216074563;Bernoulli;0;1;0
1757;Name  1757;B;C;711987,657;0,630621407;0,023836951;Bernoulli;0;1;0
2506;Name  2506;C;E;664129,5337;0,67597728;0,233455216;Bernoulli;0;0;1
916;Name  916;A;C;451879,5677;0,991769171;0,018445491;Bernoulli;1;0;0
1804;Name  1804;A;A;580504,6941;0,771644953;0,228877759;Bernoulli;1;0;0
2503;Name  2503;C;E;666237,8559;0,672286095;0,312080274;Bernoulli;0;0;1
30;Name  30;C;B;837606,4757;0,53461086;0,046159107;Bernoulli;0;0;1
2784;Name  2784;A;B;853129,8451;0,523812781;0,10640358;Bernoulli;1;0;0
1115;Name  1115;C;E;449503,8806;0,993803852;0,044387736;Bernoulli;0;0;1
1266;Name  1266;A;A;683923,235;0,652346886;0,100720308;Bernoulli;1;0;0
1723;Name  1723;A;D;698673,3579;0,63856936;0,201838851;Bernoulli;1;0;0
252;Name  252;A;E;508087,3472;0,877181598;0,029122874;Bernoulli;1;0;0
2179;Name  2179;B;D;611131,7199;0,726894743;0,023787961;Bernoulli;0;1;0
449;Name  449;B;C;551821,888;0,803026928;0,251058333;Bernoulli;0;1;0
2125;Name  2125;C;C;875572,2868;0,505839986;0,109940084;Bernoulli;0;0;1
1515;Name  1515;A;E;691938,651;0,63939162;0,050342559;Bernoulli;1;0;0
1680;Name  1680;B;E;796993,5482;0,554959139;0,198675051;Bernoulli;0;1;0
2122;Name  2122;C;C;953131,8714;0,463205342;0,258935725;Bernoulli;0;0;1
1651;Name  1651;A;D;571047,0935;0,772781622;0,29657552;Bernoulli;1;0;0
389;Name  389;C;B;851976,8826;0,517853101;0,15923325;Bernoulli;0;0;1
2408;Name  2408;C;B;970958,2055;0,453231505;0,31233488;Bernoulli;0;0;1
1578;Name  1578;B;B;539248,8481;0,815766719;0,008433053;Bernoulli;0;1;0
130;Name  130;A;B;638035,553;0,687172148;0,152770034;Bernoulli;1;0;0
1734;Name  1734;C;A;645560,2634;0,67906525;0,341251494;Bernoulli;0;0;1
271;Name  271;A;D;525998,0431;0,832868415;0,088296432;Bernoulli;1;0;0
2887;Name  2887;A;E;507470,2435;0,86204913;0,070162646;Bernoulli;1;0;0
904;Name  904;C;B;509456,3807;0,858068662;0,251613452;Bernoulli;0;0;1
1561;Name  1561;A;D;800532,2658;0,545292888;0,174642262;Bernoulli;1;0;0
441;Name  441;A;D;541765,5262;0,804780884;0,270865258;Bernoulli;1;0;0
55;Name  55;A;C;439258,1849;0,992280063;0,139336569;Bernoulli;1;0;0
2928;Name  2928;A;E;449523,6261;0,96878725;0,343559941;Bernoulli;1;0;0
